¥i§ë¸ê,¤½¥q¥N½X,¶}½L»ù,³Ì°ª»ù,³Ì§C»ù,¦¬½L»ù,º¦¶^,¥»¯q¤ñ,¦¨¥æ¶q,¦P·~¥­§¡¥»¯q¤ñ,´Þ§Q²v,Á`¥«­È,¤µ¦~¥H¨Ó,¨CªÑ²b­È(¤¸),¨©¥L­È,¨C¤HÀç¦¬(¥a¤¸),¼Ð·Ç®t,¨CªÑÀç¦¬(¤¸),­t¶Å¤ñ¨Ò,ªÑ»ù²b­È¤ñ,"ªÑ¥»(»õ, ¥x¹ô)",Àç·~¤ò§Q²v,²{ª÷ªÑ§Q(¤¸),Àç·~§Q¯q²v,µ|«e²b§Q²v,¸ê²£³ø¹S²v,ªÑªFÅv¯q³ø¹S²v
§_,2109,12.0,12.0,11.85,12.0,0.0,10.74,29,25.36,0.0,3988,-4.76,8.0,0.5,400,2.72,4.07,45.92,1.5,33.23,18.08,0.0,2.29,-8.72,-1.79,-3.49
§_,2208,33.4,34.2,33.05,33.2,-0.45,10.88,1850,22.46,0.0,10391,23.65,17.62,0.5,0,3.6,9.22,70.93,1.88,31.3,-29.09,0.0,-32.82,-31.88,-4.92,-15.31
¬O,2302,6.82,6.85,6.72,6.81,0.0,11.06,121,53.15,0.0,1133,12.56,9.85,0.51,487,3.25,0.79,18.22,0.69,16.63,38.03,0.0,10.39,13.34,0.89,1.07
§_,2305,6.08,6.24,6.08,6.19,0.13,11.1,423,16.63,0.0,1273,-38.04,10.78,0.51,365,2.56,0.73,12.68,0.57,20.57,33.52,0.0,-20.7,-1.56,-0.19,-0.23
§_,2316,15.0,15.55,15.0,15.5,0.45,11.28,821,15.15,0.0,3497,-17.55,31.52,0.52,602,2.13,6.27,39.92,0.49,22.56,6.73,0.0,-1.46,7.35,0.72,1.12
§_,2321,3.74,3.75,3.74,3.75,0.01,11.32,44,98.6,0.0,557,-44.36,1.13,0.52,1561,3.57,2.11,73.56,3.32,14.87,8.5,0.0,-3.06,-1.26,-0.16,-1.49
§_,2323,6.5,6.82,6.4,6.82,0.62,11.33,157480,72.78,0.0,12441,60.47,10.12,0.52,0,3.91,1.28,23.82,0.67,182.41,9.41,0.0,-3.48,-2.24,-0.23,-0.4
¬O,2338,20.2,20.6,19.7,19.75,-2.1,11.45,10260,53.15,0.0,4991,9.72,13.34,0.53,0,3.68,4.05,29.89,1.48,25.27,23.64,0.0,12.6,-7.13,-2.11,0.0
¬O,2332,10.3,10.45,10.15,10.4,0.05,11.42,1539,36.37,0.0,6781,-1.89,13.94,0.53,0,2.3,7.04,44.76,0.75,65.2,29.17,0.0,1.62,1.61,0.19,0.3
§_,2329,7.62,7.63,7.2,7.4,-0.4,11.36,4532,53.15,0.0,5965,-21.69,9.94,0.53,0,3.02,7.45,67.59,0.74,80.6,4.3,0.0,-1.1,-1.02,-0.04,-0.57
¬O,2342,23.3,23.85,23.0,23.2,-0.5,11.49,601,53.15,0.0,3599,29.25,12.33,0.54,0,4.04,4.43,49.5,1.88,15.51,21.68,0.0,10.79,7.03,1.42,2.52
§_,2349,10.9,11.3,10.65,10.9,-0.1,11.53,17918,72.78,0.0,13997,70.05,7.52,0.54,0,4.56,1.83,38.95,1.45,128.42,7.76,0.0,-5.25,-3.8,-0.47,-0.99
§_,2358,16.75,16.75,16.25,16.4,-0.25,11.62,70,30.44,0.0,1306,-30.51,13.04,0.55,4926,3.14,6.04,50.89,1.26,7.96,8.22,0.0,3.39,2.0,0.78,0.94
§_,2363,8.35,8.77,8.35,8.72,0.42,11.7,4973,53.15,0.0,4884,-2.57,14.8,0.55,301,3.03,0.11,0.85,0.59,56.01,18.18,0.0,-156.4,211.51,1.61,1.62
§_,2368,11.95,12.85,11.95,12.5,0.65,11.8,59573,14.82,0.0,6831,17.92,13.01,0.56,650,2.77,10.62,68.36,0.96,54.65,18.55,0.0,8.23,5.52,1.48,3.7
¬O,2364,3.25,3.45,3.21,3.45,0.21,11.71,75,16.63,0.0,324,35.0,1.71,0.56,1049,2.93,1.23,70.8,2.02,9.39,25.88,0.0,-3.46,-3.91,-0.61,-2.72
§_,2371,38.4,40.3,38.35,40.3,1.7,11.83,31843,15.82,0.0,94283,109.9,11.1,0.56,0,3.64,6.97,68.31,3.63,233.95,-1.69,0.0,-24.54,-37.53,-2.17,-7.67
¬O,2388,24.25,24.4,23.1,23.7,-0.3,12.1,2100,53.15,0.0,11691,123.58,7.23,0.58,0,5.0,2.6,54.16,3.28,49.33,29.51,0.0,-15.43,1.27,0.28,0.39
§_,2380,4.16,4.28,4.15,4.26,0.1,12.01,61,16.63,0.0,887,-37.99,8.6,0.58,456,1.66,2.38,39.13,0.5,20.82,29.24,0.0,-19.87,-17.74,-2.89,-4.84
§_,2402,14.6,14.6,14.25,14.45,0.0,12.22,187,14.82,0.0,4706,-12.69,19.0,0.59,618,2.37,6.35,41.69,0.76,32.57,8.2,0.0,2.76,4.78,0.83,0.0
§_,2405,11.2,11.2,11.0,11.2,0.2,12.26,2173,16.63,0.0,3846,-44.83,10.07,0.59,875,3.54,2.99,20.87,1.11,34.34,13.8,0.0,-2.24,-2.16,-0.42,-0.56
§_,2406,8.08,8.1,7.81,7.87,-0.17,12.26,1062,72.78,0.0,2668,-51.72,7.1,0.59,1973,2.99,6.27,73.13,1.11,33.91,-7.2,0.0,-17.17,-37.45,-2.92,-12.33
§_,2390,10.8,10.85,10.4,10.5,-0.35,12.1,3001,26.7,0.0,2247,-11.02,10.96,0.59,150,2.74,0.78,16.42,0.96,21.4,17.45,0.0,-21.52,-32.29,-1.89,-2.31
§_,2413,19.3,20.25,19.3,19.6,0.1,12.37,181,14.82,0.0,2496,-9.68,13.63,0.6,241,3.7,8.13,63.91,1.44,12.74,17.12,0.0,3.01,-1.02,-0.17,-0.75
§_,2425,30.1,30.45,29.5,29.5,-0.5,12.53,380,16.63,0.0,2994,89.1,17.05,0.61,3889,3.67,10.92,23.01,1.73,10.15,8.37,0.0,5.66,6.7,2.61,3.16
§_,2429,9.96,9.96,9.96,9.96,0.0,12.69,0,14.82,0.0,367,-7.78,7.19,0.61,660,3.57,5.74,68.51,1.39,3.68,9.45,0.0,-2.6,-4.05,-0.68,-2.91
§_,2424,31.0,32.0,31.0,32.0,1.35,12.52,60,16.63,0.0,960,-16.88,12.4,0.61,0,3.68,0.01,3.18,2.58,3.0,24.89,0.0,-7566.67,-8278.48,-4.73,-4.84
¬O,2442,13.6,13.85,13.55,13.85,0.2,12.98,2124,16.63,0.0,3320,72.48,11.19,0.62,3215,2.78,4.49,69.03,1.24,23.97,20.66,0.0,9.56,11.96,1.46,4.3
¬O,2438,6.24,6.24,6.23,6.23,-0.02,12.82,7,72.78,0.0,593,-8.52,6.32,0.62,409,2.54,1.03,16.42,0.99,9.52,22.77,0.0,7.1,8.92,0.5,0.57
§_,2440,7.5,7.5,7.2,7.5,-0.21,12.93,141,14.82,0.0,1043,-27.18,8.53,0.62,0,2.9,6.02,57.35,0.88,13.91,4.98,0.0,0.02,-4.53,-1.05,-3.09
§_,2431,8.33,8.35,8.31,8.33,0.03,12.7,40,14.82,0.0,924,-46.43,12.75,0.62,802,2.25,6.0,38.86,0.65,11.09,8.32,0.0,-7.02,0.78,-0.03,-0.05
§_,2443,4.82,4.86,4.7,4.83,-0.02,12.99,418,30.44,0.0,704,-22.1,7.55,0.62,1420,2.53,2.9,41.62,0.64,14.57,-0.29,0.0,-21.77,-32.87,-6.95,-11.46
§_,2434,9.2,9.4,9.2,9.37,0.07,12.78,91,53.15,0.0,662,0.86,6.27,0.62,0,4.41,1.0,53.4,1.49,7.06,-20.44,0.0,-43.5,-59.94,-4.09,-8.82
§_,2457,8.44,8.56,8.43,8.55,0.11,13.14,444,14.82,0.0,2887,-39.36,15.01,0.63,467,2.2,10.87,56.74,0.57,33.77,12.79,0.0,1.25,0.8,0.19,0.31
§_,2466,30.05,30.1,29.5,29.8,-0.2,13.3,62,72.78,0.0,4659,-15.22,10.87,0.64,622,1.08,3.71,59.5,2.74,15.63,15.06,0.0,4.95,5.2,0.76,1.07
§_,2462,26.0,26.1,25.8,25.9,-0.4,13.26,128,15.15,0.0,2965,-16.72,17.44,0.64,358,1.86,8.96,49.89,1.49,11.45,12.66,0.0,4.53,3.93,0.87,1.54
§_,2465,10.55,10.55,10.25,10.3,-0.05,13.28,52,16.63,0.0,552,-46.35,6.48,0.64,0,4.67,14.95,74.94,1.59,5.36,11.94,0.0,-2.1,-3.45,-1.77,-8.09
§_,2460,9.25,9.45,9.25,9.45,0.05,13.24,44,14.82,0.0,1599,-39.42,15.07,0.64,609,2.94,5.74,55.64,0.63,16.92,3.35,0.0,-6.22,-5.49,-0.49,-1.51
§_,2475,1.39,1.41,1.38,1.4,0.0,13.4,638,72.78,0.0,9071,-39.39,1.44,0.65,0,2.79,0.99,63.68,0.97,647.95,-16.58,0.0,-41.49,-56.19,-2.07,-6.68
§_,2481,24.4,24.8,24.15,24.45,0.35,13.46,5936,53.15,0.0,9041,-18.5,18.84,0.66,689,4.16,8.32,61.57,1.3,36.98,22.64,0.0,7.4,8.67,1.16,2.6
¬O,2482,11.45,11.55,11.45,11.55,0.1,13.51,24,26.7,0.0,717,-7.6,11.79,0.66,691,1.42,4.03,34.37,0.98,6.21,38.79,0.0,-0.38,-0.31,-0.11,-0.24
§_,2486,8.94,9.15,8.88,8.9,0.02,13.69,192,49.66,0.0,1827,-17.97,16.15,0.66,650,2.78,5.19,51.55,0.55,20.53,7.24,0.0,-7.55,-6.18,-0.68,-1.62
§_,2489,11.95,12.0,11.85,11.95,0.05,13.74,537,49.66,0.0,9971,-26.91,14.63,0.67,2328,1.62,4.64,33.66,0.82,83.44,11.85,0.0,0.36,-0.71,-0.15,-0.22
§_,2491,4.99,4.99,4.99,4.99,0.11,13.74,10,72.78,0.0,309,-28.92,6.97,0.67,745,2.92,0.99,65.58,0.72,6.2,25.35,0.0,-1.96,-7.79,-0.07,-0.85
§_,2497,13.1,13.35,13.0,13.2,0.2,13.83,206,26.7,0.0,1568,-56.0,12.6,0.67,482,1.87,4.06,48.75,1.05,11.88,16.64,0.0,-30.27,-31.41,-3.9,-7.44
§_,2498,43.2,44.05,42.35,42.9,-0.1,13.85,22168,36.37,0.0,35138,-41.31,60.64,0.67,370,2.79,4.94,32.84,0.71,81.91,4.73,0.0,-68.9,-64.37,-3.4,-5.1
§_,2530,16.05,16.1,15.9,15.9,-0.1,14.18,50,30.3,0.0,4305,4.61,12.15,0.68,14006,1.02,1.83,33.83,1.31,27.08,16.55,0.0,10.51,7.55,0.69,0.89
§_,2499,8.7,8.78,8.66,8.76,0.1,13.89,923,49.65,0.0,3272,-24.7,11.15,0.68,807,2.4,2.89,67.0,0.79,37.35,23.82,0.0,3.86,1.58,0.37,0.41
§_,2516,6.4,6.41,6.36,6.41,0.01,14.08,66,30.3,0.0,1450,-11.46,10.49,0.68,0,0.88,7.16,74.54,0.61,22.63,-0.25,0.0,-2.33,1.94,0.36,1.01
§_,2528,14.0,14.0,13.75,13.9,0.15,14.16,3,30.3,0.0,2531,-29.08,10.67,0.68,265,1.97,0.03,56.38,1.3,18.21,39.64,0.0,-155.91,-188.14,-0.25,-0.6
¬O,2540,23.8,24.0,23.75,24.0,0.25,14.28,7,30.3,0.0,3518,14.29,28.58,0.69,4858,2.72,4.47,62.28,0.84,14.66,33.0,0.0,17.26,13.56,0.83,1.7
¬O,2547,16.85,16.85,16.25,16.7,0.5,14.39,6717,30.3,0.0,14937,31.5,13.77,0.69,0,1.92,18.36,75.57,1.21,89.44,21.95,0.0,16.3,15.81,4.47,21.57
¬O,2601,10.7,10.7,10.45,10.45,-0.2,14.52,4505,22.45,0.0,6593,16.11,13.61,0.69,0,2.44,2.84,60.92,0.77,63.09,67.38,0.0,9.06,3.04,0.23,-0.04
§_,2537,6.47,6.48,6.42,6.42,0.01,14.21,129,30.3,0.0,1930,-22.09,13.75,0.69,11016,1.31,1.14,50.93,0.47,30.06,9.2,0.0,0.01,-2.97,-0.06,-0.36
§_,2543,8.04,8.04,7.86,8.0,0.01,14.29,5,30.3,0.0,1936,-3.03,10.25,0.69,1262,1.38,4.48,51.06,0.78,24.2,-3.86,0.0,-7.24,-7.74,-1.35,-2.88
¬O,2614,13.9,13.95,13.5,13.55,-0.45,15.06,3750,22.45,0.0,7544,17.62,13.0,0.7,0,2.35,9.04,45.87,1.04,55.68,28.79,0.0,1.67,2.93,0.77,1.26
§_,2609,8.3,8.32,8.25,8.27,-0.03,14.86,1062,22.46,0.0,17080,-28.09,8.58,0.7,8135,1.91,16.67,85.41,0.96,206.53,2.04,0.0,-1.71,-2.3,-0.32,-3.87
¬O,2702,19.2,19.25,17.7,17.7,-1.95,15.47,1619,53.92,0.0,1811,23.78,12.49,0.72,0,3.06,3.05,78.8,1.42,10.23,83.4,0.0,4.74,-2.16,0.37,-0.58
§_,2705,5.72,5.72,5.61,5.67,-0.02,15.49,63,53.92,0.0,1923,-28.68,7.15,0.72,0,1.07,2.36,72.01,0.79,33.92,21.5,0.0,-14.97,-17.11,-1.4,-5.5
§_,2841,7.95,7.95,7.84,7.88,-0.03,16.14,1354,30.3,0.0,5996,-23.12,24.85,0.74,0,0.93,0.12,47.7,0.32,76.09,69.05,0.0,-143.01,-98.48,-0.1,-0.39
§_,2910,26.1,26.9,26.1,26.9,0.05,17.29,16,22.45,0.0,5615,2.48,13.0,0.78,1082,1.9,0.44,65.64,2.07,20.87,76.58,0.0,5.98,18.92,0.32,0.64
§_,3011,7.4,7.74,7.33,7.72,0.39,18.19,972,14.82,0.0,870,2.81,10.0,0.81,553,2.71,3.76,44.22,0.77,11.27,12.42,0.0,-1.88,1.49,-0.07,0.0
§_,3024,6.21,6.22,6.16,6.17,-0.04,18.7,112,72.78,0.0,1710,-4.04,9.18,0.83,840,2.05,1.43,37.29,0.67,27.72,15.19,0.0,-1.59,1.39,0.22,0.19
§_,3027,8.38,8.39,8.37,8.37,0.02,18.84,80,36.37,0.0,827,-17.54,12.72,0.84,23272,1.41,2.12,48.17,0.66,9.89,35.24,0.0,3.46,-2.13,-0.82,-1.56
§_,3043,2.0,2.09,2.0,2.01,0.01,19.59,43,26.7,0.0,392,-16.25,0.18,0.85,0,2.86,1.34,99.64,11.17,19.49,25.98,0.0,3.69,2.66,0.85,432.15
§_,3046,18.05,18.25,17.8,18.2,0.2,19.73,17,16.73,0.0,636,10.3,10.15,0.85,0,2.55,7.0,46.2,1.79,3.49,28.77,0.0,0.23,2.77,0.9,1.58
§_,3041,10.5,10.5,10.25,10.35,-0.15,19.45,589,53.15,0.0,3132,-38.94,13.23,0.85,1110,2.27,2.27,14.3,0.78,30.26,12.98,0.0,-40.62,-38.02,-4.45,-5.13
§_,3051,3.02,3.02,3.01,3.02,0.0,19.93,37,72.78,0.0,807,-46.83,4.64,0.86,866,3.37,2.14,82.71,0.65,26.72,23.29,0.0,12.06,2.03,0.35,0.35
§_,3049,7.77,8.3,7.77,8.29,0.54,19.79,6224,72.78,0.0,6109,-7.89,10.09,0.86,0,2.44,0.96,54.02,0.82,73.69,19.62,0.0,7.71,21.92,1.08,2.02
§_,3047,8.51,8.92,8.51,8.7,0.19,19.75,557,98.6,0.0,1708,-10.59,10.41,0.86,1570,2.05,10.18,67.77,0.84,19.63,25.07,0.0,5.9,3.91,0.82,2.31
§_,3058,7.0,7.01,6.98,7.01,0.01,20.45,59,15.15,0.0,1195,-21.32,13.82,0.86,360,1.65,7.37,52.87,0.51,17.05,14.12,0.0,-1.81,-0.51,-0.01,-0.12
§_,3057,8.02,8.13,8.02,8.07,-0.01,20.33,85,16.62,0.0,1303,-26.97,7.77,0.86,0,2.73,3.03,42.14,1.04,16.14,30.19,0.0,-3.26,-3.58,-0.87,-1.65
§_,3164,25.15,25.6,25.05,25.55,0.4,21.57,24,38.85,0.0,2272,11.09,16.45,0.87,0,2.62,1.33,5.85,1.55,8.89,67.34,0.0,36.63,38.05,2.27,2.43
§_,3149,9.92,9.94,9.71,9.75,-0.3,21.05,705,72.78,0.0,1829,-49.48,8.41,0.87,0,2.2,6.26,67.24,1.16,18.76,2.38,0.0,-2.46,-2.43,-0.42,0.0
§_,3296,13.85,13.95,13.75,13.9,0.2,22.27,161,15.15,0.0,1365,-11.18,15.6,0.88,0,1.93,9.15,34.08,0.89,9.82,17.28,0.0,6.21,8.72,3.23,4.93
§_,3266,11.05,11.2,11.0,11.2,-0.05,22.22,36,30.3,0.0,3946,-0.88,14.83,0.88,0,1.55,1.75,47.12,0.76,35.23,17.55,0.0,5.31,6.38,0.17,0.16
§_,3229,17.0,17.05,16.8,16.8,-0.6,21.69,117,14.82,0.0,1018,-6.67,7.97,0.88,312,2.45,1.14,28.6,2.11,6.06,7.81,0.0,-21.52,-19.55,-1.75,-2.54
§_,3311,11.9,12.0,11.8,11.95,0.15,22.31,204,36.37,0.0,2144,-36.1,20.62,0.89,269,1.89,3.63,19.73,0.58,17.94,14.66,0.0,-1.99,5.98,0.65,0.79
§_,3321,12.45,12.75,12.1,12.55,0.15,22.34,153,14.82,0.0,1117,-31.23,8.05,0.89,360,3.39,7.83,79.43,1.56,8.9,9.74,0.0,-3.74,-1.8,-0.04,-1.11
§_,3356,20.65,20.95,20.45,20.95,0.6,23.17,209,72.78,0.0,1877,-46.35,17.52,0.89,0,2.5,4.18,42.54,1.2,8.96,33.19,0.0,-5.38,15.38,2.19,3.64
§_,3308,6.68,6.68,6.68,6.68,-0.1,22.3,0,15.15,0.0,658,-20.85,9.28,0.89,0,2.29,2.04,55.33,0.72,9.86,0.89,0.0,-20.86,-24.63,-2.31,-5.31
§_,3383,2.14,2.14,2.03,2.09,-0.04,23.73,7,72.78,0.0,648,-39.24,2.67,0.89,202,3.47,0.65,78.38,0.78,31.02,-13.67,0.0,-35.12,-47.16,-2.11,-10.76
§_,3419,15.15,15.4,15.05,15.4,0.25,24.04,1993,36.37,0.0,1855,-19.37,12.63,0.9,417,1.61,3.87,29.06,1.22,12.05,22.77,0.0,1.76,5.25,1.14,1.58
§_,3504,70.9,70.9,68.2,70.8,1.3,24.38,3040,72.78,0.0,8075,39.37,30.68,0.91,749,4.56,18.07,44.71,2.31,11.41,20.73,0.0,5.95,7.09,1.91,3.31
§_,3494,6.38,6.38,6.2,6.34,-0.02,24.37,84,16.63,0.0,1138,-40.19,9.43,0.91,0,2.24,1.78,40.64,0.67,17.95,12.2,0.0,-26.49,-23.19,-1.7,-3.03
§_,3518,16.75,16.9,16.5,16.7,0.0,24.55,56,26.7,0.0,1349,-51.87,21.96,0.91,0,3.23,2.11,25.94,0.76,8.08,7.33,0.0,-47.95,-45.76,-3.64,-5.03
§_,3519,10.35,10.5,10.2,10.4,-0.1,24.63,873,53.15,0.0,3347,-40.91,3.3,0.92,0,2.61,2.7,86.54,3.15,32.19,-66.05,0.0,-105.75,-182.46,-15.29,-74.1
§_,3535,13.0,13.0,12.8,12.85,-0.05,25.1,149,49.65,0.0,1016,5.76,10.81,0.93,1892,2.31,6.42,65.68,1.19,7.91,21.35,0.0,6.18,6.22,1.52,3.75
§_,3536,7.0,7.05,6.92,6.99,-0.04,25.21,102,53.15,0.0,747,-68.23,6.08,0.93,0,3.02,2.48,57.23,1.15,10.68,11.69,0.0,-5.86,-4.64,-0.54,-1.69
§_,3591,13.55,14.05,13.35,13.9,0.35,25.75,340,49.65,0.0,1738,-9.74,23.93,0.94,673,2.48,5.22,25.69,0.58,12.5,19.32,0.0,3.06,4.78,0.69,0.86
§_,3576,8.02,8.1,7.84,7.87,-0.18,25.44,11466,72.78,0.0,16866,-42.76,9.2,0.94,929,2.47,2.69,70.09,0.86,214.3,-1.58,0.0,-28.99,-31.17,-2.8,-8.26
§_,3579,9.12,9.2,9.0,9.2,-0.06,25.46,147,53.15,0.0,1063,-42.5,10.72,0.94,0,2.8,10.45,83.16,0.86,11.56,-62.32,0.0,-101.87,-177.08,-14.15,-60.96
§_,3557,17.3,17.5,17.15,17.5,0.0,25.4,30,72.78,0.0,1353,62.79,6.71,0.94,32,2.58,0.07,11.63,2.61,7.73,-44.9,0.0,-316.6,-78.3,-0.66,-0.79
§_,3593,10.7,11.0,10.7,10.95,0.0,26.12,8,14.82,0.0,690,-50.23,8.71,0.95,385,2.54,3.87,60.01,1.26,6.3,14.17,0.0,0.56,-4.98,-0.22,-1.63
§_,3694,20.15,20.15,19.65,19.95,0.0,27.18,145,36.37,0.0,2657,19.1,12.35,0.97,2385,3.33,13.44,61.51,1.62,13.32,10.51,0.0,0.53,0.68,0.38,0.74
§_,3701,13.35,14.15,12.8,12.8,-0.5,27.37,72,16.63,0.0,2436,-10.36,10.53,0.97,402,1.88,8.96,54.25,1.22,19.03,17.09,0.0,0.25,2.41,0.61,1.03
§_,3682,6.01,6.08,5.98,6.08,0.07,26.93,3113,36.37,0.0,26133,-39.08,7.4,0.97,1794,1.58,0.83,14.5,0.82,429.82,8.82,0.0,-35.03,-35.01,-2.6,-3.04
§_,3686,3.12,3.15,3.08,3.09,-0.03,26.99,243,53.15,0.0,1080,-54.76,6.24,0.97,172,2.32,0.11,5.76,0.5,34.96,-432.35,0.0,-471.59,-465.81,-7.26,-7.78
§_,3704,11.5,12.25,11.5,12.1,0.7,28.62,1069,36.37,0.0,5338,-20.66,16.8,0.98,2263,1.74,14.58,57.68,0.72,44.12,15.97,0.0,-3.32,-2.51,-0.95,-2.19
§_,4108,17.9,18.0,17.8,18.0,0.15,31.16,100,38.85,0.0,2945,-22.58,9.61,0.99,314,2.04,0.16,5.44,1.87,16.36,44.35,0.0,-226.22,-211.16,-2.47,-2.6
§_,4141,17.95,17.95,17.6,17.9,-0.05,32.6,152,38.85,0.0,2719,-33.83,33.61,1.0,0,1.58,11.24,67.38,0.53,15.19,42.74,0.0,-1.13,1.01,0.54,0.11
§_,4142,21.7,22.1,21.35,21.35,-0.5,32.91,1203,38.85,0.0,5032,5.69,8.12,1.0,842,2.43,1.34,62.71,2.63,23.57,29.73,0.0,-8.55,-11.0,-0.44,0.0
§_,4526,17.55,17.55,17.15,17.15,-0.5,35.48,151,15.82,0.0,4370,-15.72,20.74,1.01,1365,1.24,11.4,68.61,0.83,25.48,22.73,0.0,3.48,1.63,0.31,0.59
§_,4414,12.95,13.3,12.95,13.25,0.25,34.66,2322,30.13,0.0,11294,-26.55,16.04,1.01,121,2.24,5.45,46.43,0.83,85.24,13.22,0.0,-0.9,-2.11,-0.01,-0.59
§_,4725,25.25,25.3,23.8,24.3,-1.65,42.0,4399,22.47,0.0,7095,-8.63,12.53,1.04,0,3.72,13.88,71.16,1.94,29.2,2.62,0.0,0.09,0.65,0.4,0.81
§_,4927,35.0,35.25,34.15,34.9,0.15,48.83,8214,14.82,0.0,5648,73.63,34.1,1.05,0,2.65,20.04,55.64,1.02,16.18,19.0,0.0,10.78,10.19,2.88,0.0
§_,4930,10.5,10.8,10.5,10.75,0.25,52.25,58,14.36,0.0,1444,-16.99,29.1,1.05,0,1.27,26.71,49.12,0.37,13.43,13.99,0.0,0.56,2.43,0.61,1.11
§_,4934,5.63,5.67,5.48,5.5,-0.12,52.31,1851,72.78,0.0,1823,-57.53,8.57,1.05,401,2.46,1.25,48.94,0.64,33.15,-51.45,0.0,-68.62,-111.01,-8.32,-15.81
§_,4960,8.69,9.07,8.67,8.94,0.34,56.53,7891,72.78,0.0,5952,-26.42,16.12,1.06,0,1.87,5.33,50.43,0.55,66.57,11.99,0.0,3.61,-2.88,-0.16,-0.77
§_,4976,29.45,29.8,28.8,29.55,0.15,58.88,615,72.78,0.0,3474,-19.26,14.8,1.07,481,3.4,3.94,31.78,2.0,11.76,14.3,0.0,2.51,3.46,0.55,0.75
§_,4994,45.5,45.5,41.5,41.5,0.0,61.13,20,16.31,0.0,4604,-21.4,9.94,1.07,299,1.94,2.24,15.14,4.18,11.09,73.96,0.0,-10.51,-18.12,-4.41,-5.15
§_,5259,7.85,7.85,7.26,7.26,-0.6,68.1,9,72.78,0.0,162,-31.51,0.36,1.09,0,3.61,0.31,97.94,20.17,2.23,-378.28,0.0,-480.47,-257.13,-4.26,-237.79
§_,5484,4.13,4.71,4.13,4.68,0.39,107.06,450,72.78,0.0,541,-5.84,6.47,1.1,0,2.21,1.08,18.01,0.72,11.55,-21.27,0.0,-65.15,-71.55,-8.5,-10.41
§_,5608,7.31,7.32,7.26,7.27,-0.03,181.11,208,22.46,0.0,3079,-20.89,11.95,1.12,794,1.69,2.37,79.67,0.61,42.36,18.58,0.0,11.49,-5.23,0.32,-0.93
§_,5906,12.4,12.6,12.25,12.55,-0.1,257.73,25,22.45,0.0,377,-21.56,10.66,1.14,917,3.31,12.01,67.95,1.18,3.0,55.87,0.0,-1.07,-3.94,-1.42,-5.07
§_,6152,4.35,4.35,4.26,4.3,-0.02,0.0,59,36.37,0.0,728,-49.29,9.76,1.18,0,2.21,9.83,68.47,0.44,16.94,10.32,0.0,-3.21,-2.56,-0.59,-2.43
§_,6142,8.2,8.2,7.89,8.02,-0.18,0.0,745,36.37,0.0,2151,3.54,10.23,1.18,0,1.79,3.56,38.25,0.78,26.82,11.74,0.0,-3.44,2.66,0.64,0.92
§_,6165,7.99,7.99,7.71,7.75,0.04,0.0,30,14.82,0.0,385,-77.21,8.78,1.2,83,3.67,0.04,6.17,0.88,4.97,9.74,0.0,-487.84,-218.82,-0.86,-0.91
§_,6172,13.6,13.6,13.6,13.6,-0.35,0.0,1,16.63,0.0,408,35.32,10.19,1.21,14489,5.16,2.9,53.52,1.33,3.0,1.04,0.0,-1.72,1.87,0.39,0.51
§_,6209,24.95,25.2,24.55,25.15,0.75,0.0,1491,72.78,0.0,4101,-27.73,21.17,1.24,381,3.03,6.43,27.7,1.19,16.3,10.35,0.0,0.76,3.24,1.16,1.26
§_,6225,3.96,3.96,3.96,3.96,-0.04,0.0,0,72.78,0.0,200,19.28,0.05,1.25,0,4.7,0.02,70.81,79.2,5.05,2.43,0.0,-149.73,-109.39,-16.11,-67.11
§_,6243,10.3,10.4,10.2,10.2,-0.05,0.0,59,53.15,0.0,765,-44.57,7.78,1.26,1858,2.36,2.03,38.39,1.31,7.5,26.14,0.0,-7.02,-2.8,-0.4,-0.73
§_,6251,8.25,8.25,8.15,8.16,-0.1,0.0,329,14.82,0.0,2293,-30.85,13.77,1.27,564,2.02,12.73,71.96,0.59,28.11,11.05,0.0,2.6,0.12,0.34,0.06
§_,6283,35.25,35.25,34.2,34.3,-0.4,0.0,243,26.7,0.0,4593,-30.14,13.33,1.29,0,3.47,2.07,18.14,2.57,13.39,21.01,0.0,3.97,5.44,0.57,0.69
§_,6289,1.33,1.33,1.33,1.33,0.06,0.0,68,49.65,0.0,358,-37.85,0.7,1.29,0,3.43,0.13,60.27,1.9,26.93,-141.57,0.0,-172.25,-113.88,-7.58,-18.06
§_,6431,13.05,13.3,13.05,13.2,0.0,0.0,82,72.78,0.0,602,-12.29,8.93,1.33,212,2.77,0.71,9.97,1.48,4.56,20.18,0.0,-5.89,64.84,4.61,0.0
§_,6443,6.33,6.43,6.23,6.25,-0.24,0.0,1718,72.78,0.0,2980,-39.02,6.93,1.34,0,2.67,1.24,62.9,0.9,47.69,-58.16,0.0,-74.54,-42.73,-2.41,-7.44
§_,6533,67.9,68.3,66.7,68.0,0.1,0.0,183,53.15,0.0,2900,-46.32,26.93,1.37,383,3.61,1.32,3.36,2.53,4.27,99.74,0.0,-13.52,-11.53,-0.56,-0.58
§_,6541,55.3,55.3,54.0,54.3,-0.9,0.0,143,38.85,0.0,13177,-28.27,19.02,1.38,0,2.73,0.0,5.94,2.85,24.27,0.0,0.0,0.0,0.0,-11.61,-12.56
